"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary"
"2917",0.12,0.47,3,258,5,0,0,0,"sales","medium"
"2918",0.74,0.81,5,106,5,0,0,0,"sales","medium"
"2920",0.5,0.79,3,186,3,0,0,0,"sales","high"
"2921",0.99,0.39,6,214,5,1,0,0,"sales","low"
"2923",0.72,0.51,4,164,3,0,0,0,"sales","medium"
"2924",0.83,0.57,4,232,3,0,0,0,"sales","medium"
"2925",0.69,0.55,5,242,2,0,0,0,"sales","medium"
"2928",0.68,0.56,4,272,3,0,0,0,"sales","low"
"2929",0.82,0.69,4,262,2,0,0,0,"sales","low"
"2930",0.32,0.81,2,249,3,0,0,0,"accounting","low"
"2931",0.93,0.86,4,219,3,0,0,0,"accounting","low"
"2932",0.42,0.73,4,208,5,0,0,0,"accounting","low"
"2934",0.56,0.88,3,174,3,0,0,0,"hr","low"
"2935",0.77,0.75,4,225,3,0,0,0,"hr","low"
"2936",0.29,0.48,2,116,6,1,0,0,"hr","low"
"2937",0.97,0.65,3,219,2,0,0,0,"technical","low"
"2941",0.54,0.98,3,197,3,0,0,0,"technical","low"
"2942",0.67,0.52,2,102,6,0,0,0,"technical","low"
"2944",0.68,0.51,4,224,2,0,0,0,"technical","low"
"2945",0.65,0.98,3,283,2,1,0,0,"technical","low"
"2946",0.72,0.98,5,197,4,0,0,0,"technical","low"
"2947",0.51,0.79,5,267,3,0,0,0,"technical","medium"
"2949",0.83,0.93,4,261,2,0,0,0,"support","medium"
"2950",0.15,0.86,3,204,4,0,0,0,"support","medium"
"2952",0.8,0.55,2,212,3,0,0,0,"support","medium"
"2954",0.67,0.7,5,159,3,1,0,0,"support","medium"
"2955",0.98,0.96,5,139,3,0,0,0,"support","medium"
"2956",0.88,0.59,5,230,3,0,0,0,"support","medium"
"2959",0.38,0.77,2,170,3,0,0,0,"technical","high"
"2964",0.72,0.87,3,238,3,0,0,0,"IT","medium"
"2965",0.14,0.83,5,175,6,1,0,0,"IT","low"
"2966",0.81,0.67,4,216,3,0,0,0,"IT","low"
"2967",0.73,0.86,4,196,4,1,0,0,"IT","low"
"2970",0.31,0.86,3,205,5,0,0,0,"product_mng","low"
"2971",0.74,0.63,3,230,2,0,0,0,"product_mng","low"
"2972",0.86,0.69,5,157,3,0,0,0,"IT","low"
"2973",0.22,0.8,4,287,4,0,0,0,"RandD","low"
"2976",0.95,0.61,3,267,2,0,0,0,"RandD","low"
"2977",0.24,0.55,5,208,5,0,0,0,"RandD","low"
"2979",0.88,0.86,3,187,3,0,0,0,"marketing","low"
"2980",0.67,0.61,4,140,2,0,0,0,"sales","low"
"2982",0.93,0.48,3,147,3,0,0,0,"support","low"
"2983",0.64,0.71,3,181,2,0,0,0,"technical","low"
"2984",0.51,0.53,3,156,3,0,0,0,"management","low"
"2985",0.98,0.5,4,207,3,0,0,0,"marketing","low"
"2988",0.54,0.58,4,206,3,0,0,0,"sales","medium"
"2989",0.99,0.76,4,204,2,0,0,0,"sales","medium"
"2990",0.44,0.9,4,117,3,0,0,0,"sales","medium"
"2991",0.74,0.48,5,144,3,0,0,0,"sales","medium"
"2992",0.9,0.77,3,156,3,0,0,0,"sales","medium"
"2993",0.86,0.58,4,211,4,0,0,0,"sales","medium"
"2994",0.66,0.52,3,149,4,1,0,0,"sales","medium"
"2996",0.5,0.59,4,192,2,0,0,0,"sales","medium"
"3000",0.83,0.77,3,228,3,0,0,0,"sales","medium"
"3003",0.43,0.63,3,156,3,0,0,0,"sales","medium"
"3009",0.6,0.61,4,209,3,0,0,0,"accounting","low"
"3010",0.95,0.71,3,251,2,1,0,0,"hr","low"
"3011",0.62,0.89,3,153,3,1,0,0,"hr","low"
"3012",0.89,0.73,3,210,2,0,0,0,"hr","low"
"3016",0.91,0.76,3,116,5,0,0,0,"technical","low"
"3017",1,0.81,5,178,2,0,0,0,"technical","low"
"3020",0.62,0.79,4,216,2,1,0,0,"technical","low"
"3021",0.83,0.82,5,179,3,0,0,0,"technical","low"
"3024",0.69,0.68,4,168,3,0,0,0,"technical","low"
"3025",0.41,0.96,6,171,5,1,0,0,"support","medium"
"3026",0.52,0.64,5,258,2,0,0,0,"support","medium"
"3027",0.74,0.86,3,221,2,0,0,0,"support","medium"
"3028",0.33,0.96,5,97,3,0,0,0,"support","medium"
"3029",0.8,0.69,3,164,3,0,0,0,"support","medium"
"3030",0.82,0.89,4,237,3,0,0,0,"support","medium"
"3032",0.98,0.8,4,134,2,1,0,0,"support","medium"
"3033",0.93,0.94,4,188,3,0,0,0,"support","medium"
"3034",0.49,0.95,4,181,3,0,0,0,"support","medium"
"3035",0.6,0.94,4,160,2,0,0,0,"support","medium"
"3038",0.6,0.64,5,221,2,0,0,0,"technical","low"
"3039",0.12,0.78,6,260,5,0,0,0,"management","medium"
"3041",0.57,0.61,3,243,3,0,0,0,"IT","medium"
"3046",0.9,0.69,4,174,2,0,0,0,"product_mng","low"
"3047",0.66,0.81,4,148,4,0,0,0,"product_mng","low"
"3048",0.48,0.59,5,235,3,0,0,0,"product_mng","low"
"3050",0.83,0.79,4,143,3,0,0,0,"RandD","low"
"3051",0.85,0.82,6,141,5,0,0,0,"RandD","low"
"3055",0.64,0.42,5,283,5,0,0,0,"marketing","low"
"3056",0.67,0.68,3,189,3,0,0,0,"sales","low"
"3058",0.58,0.77,4,145,3,1,0,0,"support","low"
"3060",0.25,0.65,3,264,4,0,0,0,"management","low"
"3061",0.9,0.53,3,215,3,0,0,0,"marketing","low"
"3063",0.76,0.9,5,142,3,0,0,0,"marketing","low"
"3067",0.93,0.7,3,159,2,0,0,0,"sales","medium"
"3068",0.89,0.61,3,175,4,0,0,0,"sales","medium"
"3070",0.98,0.57,3,198,3,0,0,0,"sales","medium"
"3071",0.72,0.65,5,151,3,0,0,0,"sales","medium"
"3072",0.49,0.69,2,188,4,0,0,0,"sales","medium"
"3075",0.21,0.81,4,144,4,0,0,0,"sales","medium"
"3080",0.82,0.97,3,244,5,0,0,0,"sales","medium"
"3081",0.76,0.51,4,242,3,0,0,0,"sales","medium"
"3084",0.46,0.49,3,213,3,0,0,0,"accounting","low"
"3085",0.34,0.57,4,152,3,1,0,0,"accounting","low"
"3087",0.57,0.56,4,113,3,0,0,0,"hr","low"
"3089",0.74,0.67,3,273,3,1,0,0,"hr","low"
"3093",0.61,0.71,4,243,3,1,0,0,"technical","low"
"3094",0.81,0.79,5,135,3,0,0,0,"technical","low"
"3095",0.74,0.63,3,231,3,0,0,0,"technical","low"
"3096",0.91,0.98,3,259,4,0,0,0,"technical","low"
"3098",0.73,0.71,3,210,3,0,0,0,"technical","low"
"3100",0.6,0.56,2,203,4,0,0,0,"technical","low"
"3101",0.73,0.88,4,148,2,0,0,0,"support","low"
"3103",0.97,0.5,3,225,2,0,0,0,"support","medium"
"3104",0.99,0.75,4,208,2,0,0,0,"support","medium"
"3105",0.96,0.82,4,274,3,0,0,0,"support","medium"
"3106",0.24,0.7,5,147,6,1,0,0,"support","medium"
"3108",0.74,0.96,4,154,4,0,0,0,"support","medium"
"3109",0.6,0.98,4,195,3,0,0,0,"support","medium"
"3110",0.67,0.56,3,237,4,0,0,0,"support","medium"
"3111",0.57,0.99,4,222,2,0,0,0,"support","medium"
"3112",0.87,0.71,5,145,4,0,0,0,"technical","medium"
"3114",0.98,0.84,3,286,4,0,0,0,"technical","medium"
"3118",0.75,0.96,3,138,2,0,0,0,"IT","medium"
"3119",0.5,0.77,3,166,3,0,0,0,"IT","medium"
"3120",0.61,0.92,4,159,5,0,0,0,"IT","medium"
"3121",0.83,0.59,5,160,4,0,0,0,"product_mng","low"
"3122",0.66,0.76,3,155,4,1,0,0,"product_mng","low"
"3123",0.84,0.68,3,231,3,0,0,0,"product_mng","low"
"3124",0.87,0.57,4,227,3,0,0,0,"product_mng","low"
"3126",0.84,0.79,4,222,3,0,0,0,"RandD","low"
"3127",0.49,0.71,3,196,3,0,0,0,"RandD","low"
"3128",0.67,0.93,3,206,3,0,0,0,"RandD","low"
"3129",0.12,0.93,6,257,6,1,0,0,"RandD","low"
"3130",0.99,0.67,5,153,2,0,0,0,"RandD","low"
"3133",0.5,0.73,3,148,3,0,0,0,"accounting","low"
"3134",0.35,0.69,3,141,2,1,0,0,"support","low"
"3136",0.73,0.87,3,142,3,0,0,0,"management","low"
"3141",0.66,0.76,3,139,5,0,0,0,"sales","low"
"3143",0.81,0.8,4,229,2,0,0,0,"sales","medium"
"3144",0.81,0.69,5,134,2,0,0,0,"sales","medium"
"3145",0.5,0.75,5,255,3,0,0,0,"sales","medium"
"3146",0.78,0.68,5,189,3,0,0,0,"sales","medium"
"3147",0.76,0.74,3,183,3,0,0,0,"sales","medium"
"3148",0.49,0.71,3,154,2,0,0,0,"sales","medium"
"3151",0.88,0.74,5,245,2,0,0,0,"sales","medium"
"3153",0.83,0.98,3,159,2,0,0,0,"sales","medium"
"3156",1,0.89,3,194,3,0,0,0,"sales","medium"
"3157",0.49,0.98,3,267,3,1,0,0,"sales","medium"
"3158",0.51,0.63,3,183,2,0,0,0,"sales","medium"
"3160",0.91,0.63,4,240,3,0,0,0,"accounting","low"
"3163",0.64,0.91,5,246,3,0,0,0,"hr","low"
"3164",0.65,0.96,5,173,2,0,0,0,"hr","low"
"3168",0.86,0.55,5,219,2,0,0,0,"technical","medium"
"3170",0.72,0.82,5,287,3,0,0,0,"technical","medium"
"3171",0.84,0.37,5,186,2,0,0,0,"technical","medium"
"3172",0.38,0.74,3,159,4,0,0,0,"technical","medium"
"3174",0.93,0.77,5,106,5,0,0,0,"technical","medium"
"3177",0.56,0.68,4,220,2,0,0,0,"support","medium"
"3185",0.6,0.83,3,230,3,0,0,0,"support","medium"
"3187",0.94,0.7,5,147,2,0,0,0,"support","medium"
"3188",0.56,0.9,4,115,3,0,0,0,"technical","medium"
"3189",0.95,0.86,5,143,3,0,0,0,"technical","medium"
"3190",0.97,0.85,4,219,3,0,0,0,"technical","medium"
"3191",0.55,0.63,4,218,2,0,0,0,"management","medium"
"3192",0.79,0.6,5,235,2,0,0,0,"IT","medium"
"3194",0.49,0.58,5,186,2,0,0,0,"IT","high"
"3195",0.57,0.65,5,177,2,0,0,0,"IT","high"
"3198",0.94,0.77,5,210,3,0,0,0,"product_mng","high"
"3204",0.48,0.95,3,184,2,0,0,0,"RandD","high"
"3205",0.61,0.97,3,148,3,0,0,0,"RandD","low"
"3206",0.23,0.52,5,236,4,0,0,0,"RandD","low"
"3207",0.4,0.38,3,280,2,0,0,0,"marketing","low"
"3210",0.93,0.66,4,242,4,0,0,0,"support","low"
"3211",0.7,0.88,3,166,5,0,0,0,"technical","low"
"3212",0.58,0.9,4,175,3,1,0,0,"management","low"
"3213",0.52,0.95,5,234,3,0,0,0,"marketing","low"
"3215",0.93,0.94,4,156,3,1,0,0,"marketing","low"
"3218",0.52,0.96,5,251,2,1,0,0,"sales","low"
"3219",0.58,0.91,4,173,4,0,0,0,"sales","low"
"3220",0.65,0.51,4,157,3,1,0,0,"sales","medium"
"3221",0.74,0.59,3,274,3,0,0,0,"sales","medium"
"3223",0.74,0.74,4,233,2,0,0,0,"sales","medium"
"3225",0.48,0.94,3,162,3,1,0,0,"sales","medium"
"3227",0.6,0.62,3,135,2,0,0,0,"sales","medium"
"3229",0.13,0.8,5,203,5,0,0,0,"sales","medium"
"3230",0.83,0.51,5,143,4,0,0,0,"sales","medium"
"3231",0.91,0.42,2,142,3,1,0,0,"sales","medium"
"3232",0.97,0.97,5,171,2,0,0,0,"sales","high"
"3233",0.9,0.96,3,223,4,0,0,0,"sales","high"
"3234",0.57,0.87,4,148,3,0,0,0,"sales","high"
"3235",0.84,0.79,6,140,2,0,0,0,"accounting","high"
"3236",0.84,0.74,4,226,2,0,0,0,"accounting","high"
"3237",0.17,0.93,5,183,5,0,0,0,"accounting","high"
"3239",0.94,0.66,3,236,2,0,0,0,"hr","high"
"3241",0.91,0.73,3,155,3,0,0,0,"hr","low"
"3242",0.9,0.76,2,211,4,0,0,0,"technical","low"
"3243",0.95,0.86,3,207,2,0,0,0,"technical","low"
"3244",0.69,0.95,3,126,6,0,0,0,"technical","low"
"3246",0.45,0.37,6,226,2,0,0,0,"technical","low"
"3248",0.67,0.61,3,202,2,0,0,0,"technical","medium"
"3249",0.76,0.62,3,150,2,1,0,0,"technical","medium"
"3250",0.19,0.78,5,156,6,0,0,0,"technical","medium"
"3251",0.52,0.73,2,233,3,0,0,0,"technical","medium"
"3252",0.66,0.59,5,262,2,0,0,0,"technical","medium"
"3254",0.95,0.78,4,225,2,0,0,0,"support","medium"
"3255",0.57,0.54,5,216,3,0,0,0,"support","medium"
"3257",0.95,0.5,4,242,2,0,0,0,"support","medium"
"3258",0.7,0.67,4,224,3,0,0,0,"support","medium"
"3259",0.48,0.61,3,223,3,1,0,0,"support","medium"
"3260",0.62,0.58,3,202,2,0,0,0,"support","medium"
"3261",0.58,0.76,3,220,3,0,0,0,"support","medium"
"3262",1,0.87,4,129,5,0,0,0,"support","medium"
"3263",0.79,0.65,2,193,5,0,0,0,"support","medium"
"3264",0.58,0.73,3,165,2,0,0,0,"technical","medium"
"3265",0.59,0.79,4,209,2,0,0,0,"technical","medium"
"3268",0.9,0.74,5,152,3,0,0,0,"IT","medium"
"3270",0.66,0.93,5,185,3,0,0,0,"IT","medium"
"3271",0.92,0.53,2,249,2,0,0,0,"IT","high"
"3272",0.55,0.51,4,155,3,0,0,0,"IT","low"
"3273",0.51,0.43,3,204,4,0,0,0,"product_mng","medium"
"3274",0.49,0.52,5,188,4,0,0,0,"product_mng","medium"
"3276",0.6,0.8,4,146,2,0,0,0,"product_mng","medium"
"3279",0.78,0.98,4,239,3,0,0,0,"RandD","medium"
"3280",0.69,0.55,3,188,3,0,0,0,"RandD","medium"
"3282",0.48,0.62,3,200,3,1,0,0,"RandD","medium"
"3283",0.63,0.86,3,245,2,0,0,0,"marketing","low"
"3284",0.54,0.61,3,182,2,0,0,0,"sales","low"
"3285",0.85,0.53,4,181,2,0,0,0,"accounting","low"
"3286",0.51,0.52,3,164,3,0,0,0,"support","low"
"3289",0.54,0.5,4,224,3,0,0,0,"marketing","low"
"3290",0.96,0.67,5,170,3,0,0,0,"marketing","high"
"3293",0.5,0.56,5,185,2,0,0,0,"sales","high"
"3294",0.52,0.54,4,184,3,0,0,0,"sales","low"
"3296",0.74,0.86,3,186,3,1,0,0,"sales","high"
"3297",0.69,0.63,3,226,3,0,0,0,"sales","low"
"3298",0.61,0.74,2,143,6,0,0,0,"sales","medium"
"3299",0.5,0.82,3,213,3,0,0,0,"sales","high"
"3303",0.7,0.77,2,235,3,1,0,0,"sales","medium"
"3304",0.27,0.62,6,136,3,0,0,0,"sales","high"
"3305",0.8,0.54,5,261,2,0,0,0,"sales","medium"
"3306",0.45,0.6,6,176,4,0,0,0,"sales","medium"
"3307",0.63,0.64,4,212,4,0,0,0,"sales","medium"
"3308",0.76,0.52,2,148,3,0,0,0,"sales","high"
"3309",0.42,0.74,6,218,6,0,0,0,"sales","medium"
"3310",0.41,0.87,6,262,6,0,0,0,"sales","high"
"3311",0.74,0.46,6,145,3,0,0,0,"accounting","low"
"3313",0.82,0.65,4,210,2,0,0,0,"accounting","medium"
"3314",0.53,0.73,4,227,3,0,0,0,"hr","medium"
"3315",0.71,0.77,4,142,2,0,0,0,"hr","medium"
"3316",0.5,0.9,4,171,2,0,0,0,"hr","low"
"3317",0.68,0.89,3,241,3,0,0,0,"hr","low"
"3321",0.21,0.7,3,104,2,0,0,0,"technical","low"
"3322",0.99,0.73,5,197,4,1,0,0,"technical","low"
"3323",1,0.88,4,191,4,0,0,0,"technical","low"
"3324",0.84,0.51,4,173,2,0,0,0,"technical","low"
"3327",0.94,0.97,5,197,5,1,0,0,"technical","low"
"3328",0.55,0.81,3,242,2,0,0,0,"technical","low"
"3329",0.79,0.59,3,145,2,0,0,0,"support","low"
"3334",0.68,0.85,4,156,2,0,0,0,"support","low"
"3335",0.99,0.96,5,261,3,0,0,0,"support","high"
"3336",0.74,0.85,5,135,2,0,0,0,"support","low"
"3339",0.56,0.95,3,241,3,0,0,0,"support","medium"
"3340",0.88,0.98,3,263,3,1,0,0,"technical","high"
"3343",0.82,0.58,4,183,3,0,0,0,"management","medium"
"3344",0.66,0.8,4,252,3,0,0,0,"IT","medium"
"3345",0.64,0.95,3,98,3,0,0,0,"IT","medium"
"3348",0.45,0.39,4,275,3,0,0,0,"IT","medium"
"3349",0.99,0.9,4,164,3,0,0,0,"product_mng","high"
"3350",0.93,0.67,5,237,4,0,0,0,"product_mng","low"
"3351",0.88,0.8,3,133,3,0,0,0,"product_mng","medium"
"3352",0.62,0.52,5,256,4,0,0,0,"product_mng","medium"
"3353",0.94,0.88,4,270,3,0,0,0,"IT","medium"
"3354",0.59,0.92,4,196,2,0,0,0,"RandD","medium"
"3356",0.71,0.39,3,261,3,0,0,0,"RandD","medium"
"3357",0.6,0.6,3,221,2,0,0,0,"RandD","medium"
"3360",0.78,0.96,4,111,2,0,0,0,"sales","high"
"3361",0.52,0.63,4,232,3,0,0,0,"accounting","low"
"3365",0.15,0.84,4,275,5,0,0,0,"marketing","low"
"3367",0.67,0.6,3,157,3,0,0,0,"marketing","low"
"3368",0.8,0.93,4,258,3,0,0,0,"sales","high"
"3369",0.83,0.82,5,273,4,0,0,0,"sales","low"
"3370",0.69,0.53,3,135,2,0,0,0,"sales","low"
"3371",0.64,0.83,3,188,4,0,0,0,"sales","low"
"3372",0.95,0.52,5,222,2,0,0,0,"sales","low"
"3373",0.97,0.52,4,231,3,0,0,0,"sales","low"
"3375",0.72,0.51,3,254,2,0,0,0,"sales","low"
"3376",0.91,0.85,3,244,3,1,0,0,"sales","medium"
"3377",0.81,0.83,3,132,4,0,0,0,"sales","medium"
"3378",0.13,0.67,5,234,6,0,0,0,"sales","medium"
"3381",0.63,0.93,4,238,4,0,0,0,"sales","medium"
"3384",0.54,0.98,3,217,3,0,0,0,"sales","medium"
"3386",0.79,0.55,3,147,3,0,0,0,"sales","medium"
"3387",0.56,0.73,4,134,3,0,0,0,"accounting","medium"
"3389",1,0.66,4,238,4,0,0,0,"accounting","low"
"3392",0.98,0.59,4,149,2,0,0,0,"hr","medium"
"3393",0.81,0.7,4,219,2,1,0,0,"hr","medium"
"3394",0.71,0.53,3,186,2,0,0,0,"technical","low"
"3395",0.99,0.6,4,259,4,0,0,0,"technical","low"
"3396",0.34,0.62,3,119,2,0,0,0,"technical","low"
"3397",0.58,0.91,3,223,2,0,0,0,"technical","low"
"3398",0.77,0.49,4,184,3,0,0,0,"technical","low"
"3399",0.64,0.5,3,238,4,0,0,0,"technical","low"
"3401",0.98,0.6,2,249,3,0,0,0,"technical","low"
"3404",0.62,0.91,4,231,3,0,0,0,"technical","low"
"3406",0.69,0.96,3,210,3,0,0,0,"support","low"
"3408",0.54,0.43,3,192,2,0,0,0,"support","low"
"3409",0.56,0.75,4,249,3,0,0,0,"support","low"
"3411",0.21,0.66,4,165,5,0,0,0,"support","low"
"3412",0.52,0.85,5,183,3,0,0,0,"support","low"
"3414",0.85,0.97,3,256,3,0,0,0,"support","low"
"3415",0.62,0.88,2,263,4,0,0,0,"support","medium"
"3417",0.84,0.97,6,223,2,0,0,0,"technical","medium"
"3418",0.71,0.69,2,172,3,0,0,0,"technical","medium"
"3419",0.36,0.55,6,226,6,0,0,0,"management","medium"
"3421",0.59,0.55,4,235,2,0,0,0,"IT","medium"
"3424",0.65,0.69,6,131,5,0,0,0,"IT","medium"
"3425",0.71,0.56,4,238,4,0,0,0,"product_mng","medium"
"3427",0.83,0.84,3,267,3,0,0,0,"product_mng","high"
"3429",0.71,0.67,3,264,3,0,0,0,"IT","medium"
"3430",0.53,0.66,3,109,2,0,0,0,"RandD","medium"
"3434",0.88,0.88,3,214,2,1,0,0,"RandD","low"
"3435",0.62,0.67,2,153,3,0,0,0,"marketing","low"
"3436",0.24,0.48,5,123,5,1,0,0,"sales","low"
"3437",0.15,0.36,5,159,2,0,0,0,"accounting","low"
"3439",0.74,0.7,4,167,3,1,0,0,"technical","low"
"3440",0.86,0.77,3,271,3,0,0,0,"management","low"
"3442",0.54,0.6,4,141,3,0,0,0,"marketing","low"
"3446",0.73,0.73,4,194,2,0,0,0,"sales","low"
"3447",0.67,0.44,5,212,4,0,0,0,"sales","low"
"3453",0.77,0.8,3,207,3,0,0,0,"sales","low"
"3455",0.89,0.86,3,178,4,0,0,0,"sales","medium"
"3456",0.59,0.81,4,173,2,0,0,0,"sales","medium"
"3460",0.63,0.62,5,212,6,0,0,0,"sales","medium"
"3463",0.87,0.74,3,209,3,0,0,0,"accounting","medium"
"3464",0.79,0.61,4,136,3,0,0,0,"accounting","medium"
"3467",0.86,0.87,3,205,4,0,0,0,"hr","low"
"3471",0.34,0.6,4,114,3,0,0,0,"technical","medium"
"3474",0.13,0.91,4,175,5,0,0,0,"technical","low"
"3477",0.81,0.76,5,134,2,0,0,0,"technical","low"
"3478",0.71,0.75,4,272,4,0,0,0,"technical","low"
"3480",0.59,0.65,4,219,3,1,0,0,"technical","low"
"3481",0.87,0.59,5,154,3,0,0,0,"support","low"
"3484",0.65,0.7,4,211,2,0,0,0,"support","low"
"3485",0.8,0.97,5,271,4,0,0,0,"support","low"
"3488",0.14,0.46,2,267,6,1,0,0,"support","low"
"3489",0.74,0.62,4,272,2,0,0,0,"support","low"
"3490",0.86,0.93,2,260,2,0,0,0,"support","low"
"3492",0.83,0.99,4,226,2,0,0,0,"technical","low"
"3493",0.52,0.49,4,249,4,1,0,0,"technical","medium"
"3494",0.63,0.8,3,243,3,0,0,0,"technical","medium"
"3496",0.66,0.87,3,186,2,0,0,0,"IT","medium"
"3497",0.77,0.7,3,155,3,0,0,0,"IT","medium"
"3499",0.81,0.76,5,198,4,0,0,0,"IT","medium"
"3501",0.75,0.92,3,192,3,0,0,0,"product_mng","medium"
"3502",0.65,0.36,2,282,3,0,0,0,"product_mng","medium"
"3504",0.57,0.77,4,245,3,0,0,0,"product_mng","medium"
"3505",0.89,0.66,4,235,3,0,0,0,"IT","high"
"3509",0.66,0.57,3,161,2,1,0,0,"RandD","medium"
"3510",0.82,0.95,3,203,3,0,0,0,"RandD","medium"
"3513",0.52,0.92,3,214,3,0,0,0,"accounting","low"
"3514",0.5,0.62,4,166,3,1,0,0,"support","low"
"3515",0.52,0.82,3,192,3,0,0,0,"technical","low"
"3516",0.13,0.87,3,185,4,1,0,0,"management","low"
"3517",0.87,0.98,4,173,3,0,0,0,"marketing","low"
"3518",0.53,0.98,2,163,3,0,0,0,"marketing","low"
"3519",0.15,0.76,5,277,4,0,0,0,"marketing","low"
"3520",0.64,0.86,5,274,2,1,0,0,"sales","low"
"3521",0.52,0.44,3,119,2,0,0,0,"sales","low"
"3523",0.74,0.89,3,160,2,0,0,0,"sales","low"
"3525",0.94,0.6,3,193,3,0,0,0,"sales","low"
"3528",0.52,0.96,4,170,2,0,0,0,"sales","low"
"3529",0.48,0.74,2,157,2,1,0,0,"sales","medium"
"3530",0.57,0.92,6,267,4,0,0,0,"sales","medium"
"3533",0.58,0.61,4,210,3,0,0,0,"sales","medium"
"3535",0.59,0.66,3,186,3,0,0,0,"sales","medium"
"3536",0.96,0.5,3,234,2,1,0,0,"sales","medium"
"3540",0.54,0.77,5,270,3,0,0,0,"accounting","medium"
"3541",0.87,0.62,3,176,3,0,0,0,"accounting","high"
"3543",0.83,0.57,3,232,4,0,0,0,"hr","medium"
"3544",0.73,0.6,3,137,3,0,0,0,"hr","medium"
"3545",0.29,0.42,6,253,3,0,0,0,"hr","medium"
"3549",0.99,0.93,3,261,3,0,0,0,"technical","low"
"3550",0.86,0.51,4,152,3,0,0,0,"technical","low"
"3553",0.57,0.99,3,205,3,0,0,0,"technical","low"
"3554",0.31,0.64,6,183,2,1,0,0,"technical","low"
"3555",0.88,0.88,3,153,3,0,0,0,"technical","low"
"3558",0.82,0.71,4,164,4,0,0,0,"support","low"
"3561",0.16,0.88,6,218,3,0,0,0,"support","low"
"3562",0.95,0.4,5,286,4,0,0,0,"support","low"
"3563",0.87,0.73,3,172,3,1,0,0,"support","low"
"3566",0.63,0.86,3,269,4,0,0,0,"support","low"
"3569",0.96,0.71,4,210,3,0,0,0,"technical","medium"
"3571",0.5,0.6,3,270,3,1,0,0,"management","medium"
"3573",0.82,0.59,3,249,3,0,0,0,"IT","medium"
"3574",0.76,0.72,4,266,3,0,0,0,"IT","medium"
"3575",0.27,0.82,4,276,2,0,0,0,"IT","medium"
"3576",0.64,0.38,6,215,3,0,0,0,"IT","medium"
"3577",0.57,0.9,3,262,2,0,0,0,"product_mng","medium"
"3578",0.49,0.84,5,193,3,0,0,0,"product_mng","medium"
"3579",0.66,0.92,2,102,4,0,0,0,"product_mng","medium"
"3581",0.61,0.63,3,250,4,0,0,0,"IT","low"
"3582",0.52,0.89,5,193,4,0,0,0,"RandD","medium"
"3583",0.62,0.91,3,133,3,0,0,0,"RandD","medium"
"3585",0.67,0.56,5,174,2,1,0,0,"RandD","medium"
"3587",0.84,0.85,4,246,2,0,0,0,"marketing","low"
"3588",1,0.53,3,142,3,0,0,0,"sales","low"
"3589",0.72,0.76,4,144,3,1,0,0,"accounting","low"
"3591",0.64,0.71,5,212,2,0,0,0,"technical","low"
"3592",1,0.76,5,201,3,0,0,0,"management","low"
"3593",0.75,0.59,5,206,2,0,0,0,"marketing","low"
"3595",0.31,0.98,5,232,5,0,0,0,"marketing","low"
"3599",0.77,0.86,5,282,4,0,0,0,"sales","low"
"3600",0.76,0.8,2,219,4,1,0,0,"sales","low"
"3601",0.68,0.41,3,106,6,0,0,0,"sales","low"
"3602",0.72,0.79,4,192,4,0,0,0,"sales","low"
"3603",0.87,0.91,5,190,2,0,0,0,"sales","low"
"3604",0.59,0.57,2,156,2,0,0,0,"sales","low"
"3605",0.7,0.64,3,180,2,0,0,0,"sales","low"
"3606",0.73,0.81,4,245,2,0,0,0,"sales","low"
"3607",0.58,0.62,3,169,2,0,0,0,"sales","medium"
"3609",0.89,0.66,5,224,2,0,0,0,"sales","medium"
"3610",0.95,0.71,3,263,2,1,0,0,"sales","medium"
"3612",0.6,0.99,4,225,3,0,0,0,"sales","medium"
"3613",0.71,0.63,5,224,3,1,0,0,"sales","medium"
"3617",0.7,0.67,4,181,3,0,0,0,"accounting","medium"
"3621",0.62,0.68,5,265,3,0,0,0,"hr","medium"
"3622",0.98,0.89,4,169,3,0,0,0,"technical","medium"
"3624",0.52,0.92,3,150,2,1,0,0,"technical","medium"
"3626",0.59,0.9,3,245,3,1,0,0,"technical","low"
"3631",0.97,0.53,4,195,4,0,0,0,"technical","low"
"3632",0.39,0.48,3,190,2,0,0,0,"technical","low"
"3633",0.35,0.66,2,140,2,0,0,0,"support","medium"
"3634",0.88,0.58,4,147,4,0,0,0,"support","medium"
"3635",0.58,0.97,3,265,3,0,0,0,"support","medium"
"3638",0.55,0.41,4,132,5,1,0,0,"support","medium"
"3641",0.63,0.82,5,229,2,0,0,0,"support","medium"
"3644",1,0.73,3,205,2,0,0,0,"technical","medium"
"3645",0.73,0.96,2,151,3,0,0,0,"technical","medium"
"3648",0.95,0.59,4,235,3,0,0,0,"IT","medium"
"3650",0.64,0.72,5,158,3,0,0,0,"IT","medium"
"3651",0.72,1,3,197,3,0,0,0,"IT","medium"
"3652",0.72,0.53,3,151,4,0,0,0,"IT","medium"
"3654",0.24,0.94,4,146,4,0,0,0,"product_mng","medium"
"3655",0.69,0.53,4,281,4,0,0,0,"product_mng","medium"
"3656",0.69,0.7,3,212,2,0,0,0,"product_mng","medium"
"3659",0.76,0.74,4,235,3,0,0,0,"RandD","high"
