,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
4064,0.64,0.85,5,179,2,0,0,0,8,2
4065,0.61,0.64,4,201,3,0,0,0,8,2
4066,0.83,0.55,5,247,3,0,0,0,8,2
4069,0.6,0.49,2,194,4,0,0,0,8,2
4070,0.83,0.69,4,232,2,0,0,0,8,2
4071,0.53,0.75,3,232,3,0,0,0,8,2
4072,0.79,0.97,4,204,3,0,0,0,8,3
4074,0.5,0.56,3,164,3,0,0,0,1,3
4075,0.68,0.81,5,266,2,0,0,0,1,3
4076,0.24,0.54,4,226,4,1,0,0,1,3
4077,0.8,0.8,4,252,6,0,0,0,2,3
4079,1,0.85,3,202,2,0,0,0,2,3
4082,0.74,0.5,4,265,3,0,0,0,10,3
4084,0.96,0.83,4,132,6,0,0,0,10,1
4085,0.59,0.62,4,227,4,1,0,0,10,2
4087,0.16,0.84,3,238,6,0,0,0,10,3
4089,0.79,0.67,4,152,3,0,0,0,10,3
4090,0.53,0.83,4,249,3,1,0,0,10,2
4091,0.17,0.48,6,270,5,0,0,0,10,2
4092,0.57,0.76,3,200,2,0,0,0,9,2
4093,0.65,0.82,4,207,2,0,0,0,9,2
4094,0.69,0.74,4,266,2,1,0,0,9,2
4095,0.3,0.8,6,250,3,0,0,0,9,2
4096,0.99,0.92,3,220,3,0,0,0,9,2
4097,0.5,0.69,4,177,2,0,0,0,9,2
4098,0.54,0.96,3,147,2,0,0,0,9,3
4099,0.69,0.57,4,227,4,0,0,0,9,3
4100,0.5,0.85,4,272,2,0,0,0,9,3
4101,0.66,0.73,3,244,3,0,0,0,9,3
4103,0.15,0.61,3,146,6,1,0,0,10,3
4109,0.6,0.58,4,249,3,0,0,0,3,3
4110,0.84,0.48,4,269,2,0,0,0,3,3
4111,0.68,0.87,3,168,3,0,0,0,3,3
4112,0.13,1,6,225,3,0,0,0,6,3
4113,0.88,0.98,3,160,2,0,0,0,6,3
4115,0.19,0.95,5,193,3,0,0,0,6,3
4116,0.83,0.88,5,171,3,1,0,0,3,3
4117,0.17,0.41,4,232,3,1,0,0,7,3
4124,0.65,0.57,3,137,4,1,0,0,8,1
4125,0.61,0.97,3,199,3,1,0,0,1,1
4126,0.53,0.96,3,181,3,1,0,0,9,1
4127,0.14,0.76,5,260,6,0,0,0,10,1
4128,0.74,1,4,199,4,0,0,0,4,1
4129,0.47,0.62,6,171,5,1,0,0,5,1
4131,0.81,0.58,3,243,4,0,0,0,5,1
4134,0.52,0.8,5,234,3,0,0,0,8,1
4137,0.19,0.83,3,225,4,0,0,0,8,2
4139,0.58,0.43,6,132,3,0,0,0,8,2
4141,0.65,0.8,4,164,4,0,0,0,8,2
4142,0.74,0.74,5,175,3,0,0,0,8,2
4145,0.81,0.96,4,212,3,0,0,0,8,2
4146,0.54,0.67,2,129,3,1,0,0,8,2
4147,0.18,0.81,5,140,4,0,0,0,8,2
4149,0.9,0.96,2,258,2,0,0,0,8,2
4150,0.62,0.62,4,136,2,0,0,0,8,3
4151,0.77,0.76,2,216,3,1,0,0,1,3
4153,0.27,0.47,5,217,6,0,0,0,1,3
4154,0.78,0.72,4,219,3,0,0,0,2,3
4155,0.98,0.66,3,150,3,0,0,0,2,3
4157,0.74,0.67,5,140,3,0,0,0,2,3
4158,0.9,0.99,3,259,3,1,0,0,10,3
4160,0.9,0.62,4,258,3,0,0,0,10,3
4162,0.9,0.74,3,260,4,0,0,0,10,1
4164,0.63,0.9,2,242,3,1,0,0,10,1
4167,0.7,0.74,3,157,3,0,0,0,10,1
4168,0.15,0.94,5,244,6,0,0,0,10,1
4169,0.45,0.75,3,122,3,0,0,0,9,1
4171,0.92,0.46,5,195,5,0,0,0,9,2
4172,0.72,0.81,4,134,2,0,0,0,9,2
4173,0.94,0.84,3,210,2,0,0,0,9,2
4174,0.74,0.52,3,170,3,0,0,0,9,2
4175,0.48,0.71,2,140,3,1,0,0,9,2
4176,0.84,0.76,5,215,2,1,0,0,9,2
4177,0.53,0.86,3,150,3,0,0,0,9,2
4178,0.45,0.88,5,268,3,1,0,0,9,3
4179,0.95,0.67,4,270,4,0,0,0,9,3
4183,0.74,0.91,5,135,3,0,0,0,4,3
4186,0.95,0.72,3,168,5,0,0,0,3,3
4187,0.69,0.69,5,160,3,0,0,0,3,3
4188,0.24,0.74,5,282,3,0,0,0,3,3
4189,0.96,0.7,5,184,2,1,0,0,6,3
4190,0.61,0.5,4,217,4,1,0,0,6,3
4192,0.61,0.64,3,245,2,0,0,0,6,3
4195,0.59,0.9,3,146,3,0,0,0,7,3
4197,0.87,0.57,2,181,6,0,0,0,7,3
4198,0.67,0.66,6,152,3,0,0,0,7,3
4200,0.98,0.51,3,157,3,0,0,0,5,3
4202,0.49,0.71,3,255,2,1,0,0,1,2
4204,0.57,0.68,3,102,6,0,0,0,10,3
4208,0.56,0.39,5,263,4,0,0,0,5,3
4209,0.96,0.84,4,272,4,1,0,0,8,3
4210,0.96,0.5,3,158,2,1,0,0,8,3
4211,0.87,0.53,6,216,6,1,0,0,8,3
4212,0.61,0.9,5,113,3,0,0,0,8,3
4214,0.24,0.77,5,178,5,0,0,0,8,2
4216,0.25,0.62,6,271,5,0,0,0,8,2
4217,0.25,0.82,3,269,5,0,0,0,8,2
4218,0.63,0.55,3,160,3,0,0,0,8,2
4219,0.89,0.68,4,258,2,1,0,0,8,2
4223,0.98,0.87,4,152,2,0,0,0,8,1
4224,0.16,0.51,3,262,6,0,0,0,8,2
4225,0.83,0.68,4,273,2,0,0,0,8,2
4227,0.95,0.64,3,262,3,0,0,0,8,2
4228,0.67,0.67,3,183,3,0,0,0,1,3
4230,0.74,0.94,3,132,3,0,0,0,1,3
4232,0.13,0.72,4,148,5,0,0,0,2,3
4233,0.82,0.92,3,187,3,1,0,0,2,3
4235,0.89,0.5,4,147,2,0,0,0,10,3
4237,0.93,0.87,5,154,2,0,0,0,10,3
4238,0.62,0.7,5,270,3,0,0,0,10,1
4240,0.98,0.5,4,264,3,0,0,0,10,1
4241,0.52,0.45,2,145,3,0,0,0,10,2
4243,0.73,0.91,3,238,2,0,0,0,10,3
4245,0.49,0.48,3,190,2,0,0,0,10,3
4246,0.91,0.97,4,183,3,0,0,0,9,2
4247,0.74,0.92,5,255,3,0,0,0,9,2
4248,0.86,0.82,4,252,4,0,0,0,9,2
4249,0.52,0.47,6,141,5,1,0,0,9,2
4251,0.65,0.98,3,136,3,0,0,0,9,2
4254,0.92,0.53,2,261,4,0,0,0,9,2
4257,0.78,0.66,4,214,2,0,0,0,10,2
4258,0.85,0.86,4,250,3,0,0,0,10,2
4259,0.78,0.8,4,197,3,1,0,0,10,2
4260,0.55,0.72,3,149,3,0,0,0,4,2
4261,0.68,0.61,5,271,2,0,0,0,3,1
4263,0.76,0.56,3,154,2,0,0,0,3,2
4264,0.15,0.67,4,264,3,0,0,0,3,2
4265,0.95,0.6,2,144,3,0,0,0,3,1
4266,0.74,0.37,6,200,3,0,0,0,6,2
4267,0.92,0.56,5,197,2,1,0,0,6,3
4269,0.96,0.9,3,161,3,0,0,0,6,3
4272,0.52,0.86,5,168,3,0,0,0,7,3
4274,0.56,0.81,5,274,4,0,0,0,7,3
4275,0.59,0.79,4,181,3,0,0,0,7,3
4280,0.76,0.62,4,197,3,0,0,0,10,2
4281,0.82,0.92,5,252,3,0,0,0,4,3
4282,0.55,0.97,4,136,3,0,0,0,5,3
4285,0.41,0.61,3,185,2,1,0,0,8,3
4286,0.83,0.77,3,232,2,1,0,0,8,3
4287,0.88,0.72,3,200,2,1,0,0,8,3
4288,0.56,0.66,5,155,2,0,0,0,8,3
4291,0.95,0.78,4,245,3,0,0,0,8,2
4292,0.9,0.88,4,205,2,0,0,0,8,2
4293,0.5,0.97,4,269,3,0,0,0,8,2
4294,0.4,0.59,3,207,6,0,0,0,8,1
4296,0.51,0.5,5,251,3,1,0,0,8,2
4298,0.78,0.98,5,252,3,0,0,0,8,1
4299,0.91,0.71,2,159,3,1,0,0,8,2
4300,0.59,0.71,5,169,2,0,0,0,8,2
4301,0.69,0.97,5,105,4,0,0,0,8,2
4304,0.5,0.54,4,165,3,0,0,0,1,2
4305,0.95,0.75,3,253,4,0,0,0,1,2
4306,0.77,0.64,3,254,3,0,0,0,1,3
4308,0.61,0.98,3,138,5,1,0,0,2,3
4309,0.7,0.87,5,239,3,0,0,0,2,3
4311,0.6,0.78,4,152,3,1,0,0,10,3
4312,0.62,0.51,3,222,3,1,0,0,10,3
4313,0.59,0.9,2,219,2,1,0,0,10,3
4314,0.69,0.59,4,266,4,0,0,0,10,3
4317,0.5,0.51,5,238,4,0,0,0,10,3
4323,0.95,0.81,4,263,3,0,0,0,9,3
4325,0.5,0.64,4,213,4,0,0,0,9,2
4328,0.66,0.84,4,168,2,0,0,0,9,2
4329,0.89,0.79,4,212,3,0,0,0,9,2
4333,0.98,0.76,4,221,3,1,0,0,10,2
4334,0.67,0.57,5,215,4,0,0,0,10,2
4338,0.78,0.58,3,154,3,0,0,0,3,2
4339,0.93,0.56,3,266,2,0,0,0,3,2
4341,0.2,0.57,4,269,5,1,0,0,3,2
4342,0.47,0.5,4,159,2,0,0,0,6,2
4343,0.56,0.62,4,247,3,0,0,0,6,2
4344,0.72,0.86,4,137,2,0,0,0,6,2
4345,0.91,0.56,4,251,4,0,0,0,6,3
4347,0.53,0.75,2,123,4,0,0,0,7,3
4349,0.78,0.92,5,242,4,0,0,0,7,3
4358,0.58,0.93,5,235,2,0,0,0,4,2
4359,0.85,0.81,4,189,4,0,0,0,5,3
4360,0.74,0.51,4,246,3,1,0,0,5,3
4361,0.74,0.87,4,258,2,0,0,0,5,3
4362,0.72,0.8,3,158,3,0,0,0,8,3
4363,0.76,0.98,4,173,3,1,0,0,8,2
4366,0.6,0.93,5,270,3,1,0,0,8,2
4367,0.39,0.64,3,152,2,0,0,0,8,2
4368,0.83,0.53,3,211,4,1,0,0,8,2
4369,0.7,0.92,3,162,3,1,0,0,8,2
4372,0.18,0.84,4,231,5,0,0,0,8,2
4373,0.52,0.71,2,231,2,0,0,0,8,2
4375,0.6,0.79,5,217,2,0,0,0,8,2
4376,0.72,0.93,4,174,2,0,0,0,8,2
4377,0.48,0.64,4,227,3,0,0,0,8,2
4381,0.61,0.68,3,254,2,0,0,0,1,2
4382,0.6,0.61,4,170,3,0,0,0,1,2
4383,0.57,0.64,2,206,3,0,0,0,1,2
4384,0.19,0.68,5,149,3,0,0,0,2,3
4389,0.81,0.96,4,143,3,1,0,0,10,3
4390,0.85,0.95,4,171,3,0,0,0,10,3
4391,0.93,0.76,4,207,2,0,0,0,10,3
4393,0.49,0.55,2,173,3,0,0,0,10,3
4396,0.92,0.78,5,193,4,0,0,0,10,1
4398,0.98,0.61,4,265,2,1,0,0,10,3
4400,0.72,0.87,4,184,4,0,0,0,9,3
4402,0.6,0.72,4,267,4,0,0,0,9,2
4403,0.89,0.65,4,184,3,0,0,0,9,2
4405,0.54,0.81,4,257,2,0,0,0,9,2
4406,0.97,0.75,5,235,3,1,0,0,9,2
4408,0.73,0.52,4,215,3,0,0,0,9,2
4409,0.57,0.69,4,146,3,0,0,0,9,2
4411,0.83,0.85,4,261,3,0,0,0,10,2
4412,0.19,0.52,5,200,5,0,0,0,10,2
4413,0.55,0.93,4,239,4,0,0,0,4,2
4414,0.6,0.65,4,160,2,0,0,0,3,2
4416,0.65,0.55,5,215,2,0,0,0,3,2
4417,0.4,0.48,4,97,2,0,0,0,3,2
4418,0.82,0.78,5,231,2,1,0,0,3,2
4419,0.75,0.69,2,257,2,1,0,0,6,2
4421,0.77,0.78,4,212,3,0,0,0,6,2
4422,0.59,0.98,4,198,3,0,0,0,6,2
4423,0.8,0.79,5,240,4,0,0,0,3,3
4424,0.84,0.55,3,242,3,0,0,0,7,3
4430,0.76,0.57,5,139,4,0,0,0,8,3
4431,0.51,0.58,4,272,3,0,0,0,1,3
4432,0.16,0.52,3,100,4,0,0,0,9,3
4433,0.65,0.6,5,160,3,0,0,0,10,3
4434,0.54,0.81,5,195,4,0,0,0,4,3
4436,0.95,0.65,5,182,3,0,0,0,5,2
4439,0.72,0.72,3,217,2,0,0,0,8,3
4440,0.71,0.62,4,192,4,0,0,0,8,3
4444,0.62,0.57,3,174,2,0,0,0,8,2
4447,0.81,0.67,4,225,3,0,0,0,8,2
4448,0.71,0.92,4,248,3,1,0,0,8,2
4451,0.68,1,3,148,4,1,0,0,8,2
4452,0.87,0.68,5,187,3,0,0,0,8,2
4453,0.96,0.57,3,151,2,0,0,0,8,2
4454,0.41,0.86,6,215,5,0,0,0,8,2
4458,0.6,0.84,2,221,3,0,0,0,1,2
4459,0.66,0.97,3,263,3,0,0,0,1,3
4461,0.23,0.37,3,247,4,0,0,0,2,3
4462,0.52,0.63,3,225,3,0,0,0,2,3
4463,0.65,0.86,4,269,2,1,0,0,2,3
4465,0.6,0.65,5,201,2,0,0,0,10,3
4467,0.59,0.95,5,254,2,0,0,0,10,3
4468,0.89,0.78,3,185,2,1,0,0,10,3
4472,0.68,0.94,3,264,2,0,0,0,10,2
4473,0.6,0.59,3,172,3,0,0,0,10,3
4475,0.98,0.54,5,260,3,0,0,0,9,3
4476,0.67,0.52,4,262,2,0,0,0,9,3
4477,0.86,0.6,5,134,2,1,0,0,9,2
4478,0.83,0.9,3,195,3,0,0,0,9,2
4479,0.79,0.86,3,139,3,0,0,0,9,2
4480,0.54,0.86,4,205,5,0,0,0,9,2
4481,0.51,0.86,5,212,2,0,0,0,9,2
4482,0.75,0.65,4,148,2,0,0,0,9,2
4483,0.51,0.67,4,228,3,0,0,0,9,2
4484,0.73,0.74,5,230,3,0,0,0,9,2
4485,0.17,0.4,4,286,3,0,0,0,9,2
4486,0.88,0.59,4,142,3,0,0,0,10,2
4487,0.76,0.79,3,161,3,0,0,0,10,2
4490,0.5,0.85,2,143,3,0,0,0,3,2
4492,0.18,0.99,4,204,6,0,0,0,3,2
4494,0.68,0.52,5,203,3,0,0,0,3,2
4495,0.68,0.85,3,199,3,0,0,0,6,2
4496,0.89,0.78,4,223,3,0,0,0,6,2
4497,0.86,0.88,4,220,2,0,0,0,6,2
4499,0.85,0.58,4,143,6,1,0,0,3,3
4501,0.58,0.71,4,145,3,1,0,1,7,3
4502,0.43,0.6,3,138,3,0,0,1,7,3
4504,0.95,0.96,5,175,3,1,0,1,7,3
4505,0.35,0.67,3,119,3,0,0,1,5,3
4507,0.74,0.7,5,135,2,0,0,1,1,3
4508,0.5,0.6,4,200,2,0,0,1,9,3
4509,0.87,0.56,4,121,2,0,0,1,10,3
4510,0.55,0.48,3,162,3,0,0,1,4,1
4515,0.77,0.77,3,219,2,0,0,0,8,3
4517,0.89,0.49,5,165,6,0,0,0,8,2
4519,0.53,0.59,3,231,2,0,0,0,8,2
4520,0.44,0.45,2,124,3,0,0,0,8,2
4521,0.7,0.44,2,131,2,0,0,0,8,2
4522,0.54,0.76,3,199,4,0,0,0,8,2
4523,0.9,0.56,3,220,3,0,0,0,8,2
4525,0.78,0.59,4,180,3,0,0,0,8,2
4526,0.91,0.49,6,272,6,0,0,0,8,2
4527,0.92,0.61,2,228,2,0,0,0,8,2
4528,0.96,0.88,3,168,2,0,0,0,8,2
4529,0.8,0.77,4,205,2,0,0,0,8,2
4530,0.52,0.67,3,244,3,0,0,0,8,2
4531,0.52,0.97,3,185,2,0,0,0,8,2
4533,0.89,0.9,4,160,2,0,0,0,1,2
4534,0.83,0.61,4,262,4,0,0,0,1,2
4535,0.7,0.84,6,225,6,0,0,0,1,2
4536,0.89,0.74,4,174,2,0,0,0,2,2
4538,0.67,0.78,4,241,4,0,0,1,2,3
4540,0.85,0.51,3,261,4,0,0,1,10,3
4545,0.85,0.5,4,159,2,0,0,1,10,3
4546,0.82,0.89,4,196,3,0,0,1,10,3
4547,0.71,0.79,4,133,3,0,0,1,10,3
4548,0.79,0.65,5,228,3,0,0,1,10,3
4549,0.86,0.56,4,247,3,0,0,1,10,1
4550,0.9,0.78,5,215,3,0,0,1,10,2
4552,0.53,0.74,5,237,2,0,0,1,9,3
4553,0.51,0.91,4,269,5,0,0,1,9,3
4554,1,0.76,6,246,3,1,0,1,9,3
4556,1,0.59,3,168,3,0,0,1,9,2
4557,0.23,0.67,4,163,5,0,0,1,9,2
4559,0.8,0.83,4,183,2,1,0,1,9,2
4560,0.59,0.72,4,264,3,0,0,0,9,2
4561,0.75,0.55,2,184,2,0,0,0,9,2
4563,0.57,0.76,3,195,3,0,0,0,10,3
4568,0.66,0.81,2,201,3,0,0,0,3,3
4569,0.53,0.8,4,204,3,0,0,0,3,3
4570,0.55,0.62,5,226,3,0,0,0,3,3
4574,0.75,0.37,3,256,3,0,0,0,6,3
4575,0.7,0.98,4,194,2,0,0,0,3,3
4577,0.97,0.6,5,133,2,0,0,0,7,3
4581,0.78,0.98,4,157,3,0,0,0,5,3
4582,0.52,0.91,4,187,2,0,0,0,8,3
4584,0.79,0.92,3,204,3,0,0,0,9,3
4587,0.77,0.97,3,184,3,1,0,0,5,3
4589,0.94,0.89,3,230,3,1,0,0,5,1
4594,0.8,0.58,4,238,2,0,0,0,8,1
4597,0.66,0.66,3,211,4,0,0,0,8,1
4598,0.9,0.68,3,156,3,1,0,0,8,1
4599,0.95,0.54,4,180,5,0,0,0,8,1
4602,0.2,0.96,2,249,3,0,0,0,8,2
4605,0.93,0.68,3,272,2,1,0,0,8,2
4606,0.85,0.57,5,210,3,0,0,0,8,2
4607,0.82,0.68,3,140,2,0,0,0,8,2
4610,0.98,0.79,4,138,3,0,0,0,1,2
4611,0.89,0.98,3,220,3,0,0,0,1,2
4612,0.92,0.51,5,214,3,0,0,0,2,2
4613,0.48,0.6,2,121,5,0,0,0,2,2
4614,0.67,0.49,4,195,3,0,0,0,2,2
4616,0.97,0.78,4,261,2,0,0,0,10,3
4617,0.65,0.53,5,205,3,1,0,0,10,3
4618,0.79,0.87,5,240,2,1,0,0,10,3
4621,0.85,0.6,4,257,3,0,0,0,10,3
4622,0.34,0.41,2,141,3,0,0,0,10,3
4624,0.39,0.99,6,235,6,0,0,0,10,3
4625,0.54,0.81,4,264,4,0,0,0,10,3
4627,0.49,0.79,4,158,3,0,0,0,9,1
4631,0.24,0.89,5,228,4,1,0,0,9,1
4632,0.92,0.79,5,243,3,1,0,0,9,1
4633,0.36,0.72,3,179,3,0,0,0,9,1
4635,0.75,0.76,4,254,4,0,0,0,9,2
4636,0.91,0.81,3,220,3,1,0,0,9,2
4638,0.62,0.64,4,142,2,0,0,0,10,2
4642,0.62,0.53,5,169,3,0,0,0,3,2
4644,0.73,0.98,4,160,3,0,0,0,3,3
4646,0.85,0.58,4,273,4,0,0,0,3,3
4651,0.82,0.69,5,219,3,0,0,0,3,3
4652,0.99,0.96,4,202,3,0,0,0,7,3
4654,0.89,0.89,3,138,2,0,0,0,7,3
4659,0.68,0.67,4,135,2,0,0,0,1,3
4660,0.82,0.97,5,235,3,0,0,0,9,3
4662,0.59,0.99,3,235,2,0,0,0,4,3
4663,0.66,0.57,3,169,4,1,0,0,5,3
4664,0.63,0.56,5,286,4,0,0,0,5,3
4666,0.63,0.93,3,236,4,0,0,0,8,1
4667,0.87,0.62,5,197,2,0,0,0,8,2
4668,0.62,0.87,6,169,2,1,0,0,8,3
4669,0.53,0.9,3,210,3,0,0,0,8,3
4670,0.94,0.83,4,156,2,0,0,0,8,3
4671,0.94,0.55,5,231,2,0,0,0,8,3
4673,0.58,0.72,4,259,3,0,0,0,8,3
4676,0.65,0.48,3,131,3,1,0,0,8,3
4677,0.97,0.79,2,272,2,0,0,0,8,3
4679,0.49,0.77,2,254,2,0,0,0,8,2
4682,0.65,0.89,4,240,3,0,0,0,8,2
4683,0.87,0.49,4,149,2,0,0,0,8,2
4684,0.12,0.7,4,276,4,0,0,0,8,2
4685,0.65,0.84,4,247,4,0,0,0,1,1
4686,0.23,0.66,4,212,4,1,0,0,1,2
4687,0.62,0.77,4,256,3,0,0,0,1,1
4688,0.86,0.72,4,178,2,0,0,0,2,1
4689,0.85,0.6,4,255,4,0,0,0,2,2
4690,0.74,0.76,3,224,2,0,0,0,2,2
4691,0.53,0.76,2,204,4,0,0,0,2,1
4693,0.48,0.81,5,113,3,0,0,0,10,3
4694,0.72,0.74,3,243,2,0,0,0,10,1
4695,0.76,0.72,3,242,5,1,0,0,10,3
4696,0.41,0.7,4,177,3,0,0,0,10,3
4697,0.85,0.88,3,235,2,0,0,0,10,3
4698,0.62,0.49,4,175,3,0,0,0,10,3
4699,0.16,0.78,4,280,6,0,0,0,10,1
4700,0.58,0.61,3,205,2,0,0,0,10,3
4701,0.73,0.95,4,243,3,0,0,0,10,3
4702,0.28,0.76,3,150,2,0,0,0,10,3
4704,0.85,0.86,3,231,3,0,0,0,9,3
4705,0.56,0.76,3,134,2,0,0,0,9,1
4706,0.81,1,5,143,2,0,0,0,9,2
4707,0.83,0.87,3,156,3,0,0,0,9,3
4708,0.49,0.48,4,249,3,0,0,0,9,3
4710,0.56,0.92,5,222,4,0,0,0,9,3
4712,0.73,0.5,4,224,4,1,0,0,9,2
4713,0.95,0.72,4,235,2,0,0,0,9,2
4715,0.79,0.89,3,104,4,0,0,0,10,2
4716,0.63,0.57,5,160,2,0,0,0,10,2
4717,0.8,0.79,4,168,3,0,0,0,4,2
4718,0.64,0.61,2,153,2,0,0,0,3,2
4719,0.92,0.9,4,249,3,0,0,0,3,2
4721,0.56,0.85,3,225,3,0,0,0,3,1
4724,0.49,0.58,4,213,4,1,0,0,6,2
4725,1,0.73,3,245,2,1,0,0,6,2
4726,0.82,0.75,5,160,3,1,0,0,6,1
4727,0.52,0.54,4,212,3,0,0,0,3,2
4730,0.6,0.9,4,178,3,0,0,1,7,1
4731,0.69,0.9,6,224,4,0,0,1,7,2
4732,0.93,0.51,3,196,2,0,0,1,7,3
4733,0.7,0.64,4,178,3,1,0,1,5,1
4734,0.56,0.54,4,191,2,1,0,1,8,3
4735,0.97,0.61,4,167,3,0,0,1,1,1
4736,0.24,0.65,6,275,5,1,0,1,9,3
4737,0.83,0.91,3,168,3,0,0,1,10,3
4738,0.55,0.85,3,152,2,0,0,1,4,3
4739,0.68,0.99,3,263,3,1,0,1,5,3
4740,0.48,0.53,3,113,4,0,0,0,5,3
4741,0.75,0.95,3,253,3,0,0,0,5,3
4743,0.5,0.74,4,165,2,1,0,0,8,3
4744,0.78,0.54,5,257,3,0,0,0,8,1
4746,0.48,0.5,4,179,3,0,0,0,8,3
4747,0.93,0.92,3,248,2,0,0,0,8,3
4749,0.92,0.99,5,236,4,0,0,0,8,3
4752,0.14,0.83,5,153,5,1,0,0,8,3
4756,0.86,0.66,3,150,2,0,0,0,8,2
4758,0.85,0.84,5,179,3,0,0,0,8,2
4759,0.95,0.56,5,194,2,0,0,0,8,1
4760,0.65,0.65,4,224,3,0,0,0,8,2
4762,0.6,0.55,3,177,3,1,0,0,1,2
4763,0.84,0.83,3,215,3,0,0,0,1,1
4764,0.23,0.59,5,245,5,0,0,0,2,2
4765,0.89,0.75,3,134,3,0,0,0,2,2
4766,0.98,0.91,4,273,2,0,0,0,2,2
4768,0.87,0.52,3,152,4,0,0,0,10,2
4769,0.93,0.96,3,268,4,0,0,0,10,2
4770,0.13,0.95,5,149,2,0,0,0,10,2
4772,0.52,0.51,3,218,2,1,0,0,10,3
4773,0.58,0.98,3,146,3,0,0,0,10,3
4774,0.85,0.57,5,190,2,1,0,0,10,3
4775,0.41,0.59,2,182,3,0,0,0,10,3
4777,0.63,0.64,3,243,3,0,0,0,10,3
4778,0.63,0.58,4,141,3,1,0,0,10,3
4779,0.63,0.9,3,142,3,0,0,0,9,3
4780,0.59,0.62,3,203,4,0,0,0,9,3
4782,0.72,0.7,3,149,3,0,0,0,9,3
4785,0.3,0.68,3,229,6,0,0,0,9,3
4789,0.93,0.74,2,169,4,0,0,0,9,2
4795,0.32,0.72,2,240,5,0,0,0,3,2
4796,0.55,0.81,5,251,3,0,0,0,3,2
4797,0.69,0.91,5,205,2,0,0,0,3,2
4798,0.91,0.63,4,226,3,1,0,0,3,2
4799,0.33,0.82,5,249,6,0,0,0,6,2
4801,0.95,0.57,5,216,3,0,0,0,6,2
4802,0.17,0.91,4,260,5,0,0,0,6,2
4804,0.27,0.69,2,177,5,0,0,0,7,2
4805,0.91,0.95,4,171,3,0,0,0,7,2
4807,0.6,0.56,4,138,3,0,0,0,7,2
4808,0.52,0.57,4,183,3,0,0,0,7,2
4809,0.54,0.65,3,202,3,0,0,0,5,2
4810,0.86,0.53,4,160,2,1,0,0,8,3
4812,0.6,0.81,4,245,3,1,0,0,9,3
4813,0.15,0.91,2,207,3,0,0,0,10,3
4814,0.72,0.92,3,225,3,0,0,0,4,3
4815,0.94,0.85,4,236,2,0,0,0,5,3
4818,0.41,0.68,4,273,3,0,0,0,8,3
4819,0.5,0.43,3,184,2,0,0,0,8,3
4820,0.8,0.91,3,202,2,0,0,0,8,3
4821,0.67,0.83,4,195,3,0,0,0,8,3
4823,0.66,0.85,3,266,5,0,0,0,8,2
4824,0.77,0.74,5,263,2,0,0,0,8,3
4825,0.62,0.54,3,142,2,0,0,0,8,3
4826,0.95,0.53,4,162,3,0,0,0,8,3
4828,0.74,0.83,4,170,2,0,0,0,8,2
4829,0.19,0.8,4,249,5,0,0,0,8,2
4830,0.83,0.77,3,171,3,0,0,0,8,2
4831,0.53,0.64,2,177,4,0,0,0,8,2
4832,0.98,0.75,5,188,2,0,0,0,8,2
4834,0.22,0.88,5,154,5,0,0,0,8,2
4835,0.76,0.68,4,204,3,1,0,0,8,2
4837,0.5,0.84,3,156,4,0,0,0,1,2
4838,0.17,0.82,6,259,4,0,0,0,1,2
4839,0.46,0.38,6,165,3,0,0,0,1,2
4841,0.77,0.86,4,215,2,0,0,0,2,2
4842,0.68,0.83,3,133,3,0,0,0,2,2
4843,0.15,0.7,4,220,4,0,0,0,2,2
4846,0.54,0.52,5,155,3,0,0,0,10,2
4847,0.57,0.57,4,141,3,0,0,0,10,2
4853,0.77,0.55,2,172,2,0,0,0,10,3
4855,0.79,0.69,4,209,2,0,0,0,9,3
4859,0.63,0.66,4,157,2,0,0,0,9,3
4860,0.92,0.49,5,259,3,1,0,0,9,3
4861,0.5,0.85,4,224,6,0,0,0,9,1
4867,0.95,0.69,4,207,2,1,0,0,10,2
4869,0.86,0.55,3,269,2,0,0,0,4,2
4870,0.71,0.54,4,198,3,0,0,0,3,2
4871,0.99,0.95,4,102,5,0,0,0,3,2
4874,0.62,0.58,3,192,2,0,0,0,3,2
4876,0.7,0.6,4,158,3,0,0,0,6,2
4878,0.65,0.69,4,153,3,0,0,0,6,2
4880,0.43,0.62,2,180,3,0,0,0,7,2
4881,0.59,0.65,4,163,3,1,0,0,7,2
4884,0.78,0.95,3,249,4,0,0,0,7,2
4886,0.7,0.74,4,247,2,0,0,0,8,2
4889,0.79,0.59,5,197,4,0,0,0,10,3
4890,0.57,0.68,4,154,3,1,0,0,4,3
4891,0.24,0.58,5,279,4,0,0,0,5,3
4894,0.9,0.78,4,261,2,1,0,0,8,3
4896,0.68,0.61,3,261,5,0,0,0,8,3
4898,0.85,0.81,4,164,4,0,0,0,8,3
4899,0.95,0.52,3,144,3,0,0,0,8,3
4900,0.92,0.92,3,244,2,0,0,0,8,1
4901,0.83,0.87,5,233,3,0,0,0,8,2
4902,0.9,0.78,4,225,2,1,0,0,8,3
4904,0.94,0.86,3,223,4,0,0,0,8,3
4905,0.7,0.85,4,232,3,0,0,0,8,3
4908,0.62,0.49,3,158,2,0,0,0,8,2
4910,0.81,0.86,3,210,3,0,0,0,8,2
4911,0.99,0.79,4,133,2,0,0,0,8,2
